Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation of Blood Pressure (GO:0045777)	1/9	0.11071231457216332	0.15892083616471248	0	0	9.560562015503876	21.041078032953372	ENG
Positive Regulation of Leukocyte Apoptotic Process (GO:2000108)	1/9	0.11071231457216332	0.15892083616471248	0	0	9.560562015503876	21.041078032953372	LGALS9
Positive Regulation of Lipase Activity (GO:0060193)	1/9	0.11071231457216332	0.15892083616471248	0	0	9.560562015503876	21.041078032953372	FGFR3
Positive Regulation of Macrophage Cytokine Production (GO:0060907)	1/9	0.11071231457216332	0.15892083616471248	0	0	9.560562015503876	21.041078032953372	WNT5A
Positive Regulation of Mesenchymal Cell Proliferation (GO:0002053)	1/9	0.11071231457216332	0.15892083616471248	0	0	9.560562015503876	21.041078032953372	TGFBR2
Positive Regulation of Monocyte Differentiation (GO:0045657)	1/9	0.11071231457216332	0.15892083616471248	0	0	9.560562015503876	21.041078032953372	CSF1
Positive Regulation of Phagocytosis, Engulfment (GO:0060100)	1/9	0.11071231457216332	0.15892083616471248	0	0	9.560562015503876	21.041078032953372	TREM2
Positive Regulation of Vasculogenesis (GO:2001214)	1/9	0.11071231457216332	0.15892083616471248	0	0	9.560562015503876	21.041078032953372	KDR
Regulation of NMDA Receptor Activity (GO:2000310)	1/9	0.11071231457216332	0.15892083616471248	0	0	9.560562015503876	21.041078032953372	IFNG
Regulation of Actin Filament Length (GO:0030832)	1/9	0.11071231457216332	0.15892083616471248	0	0	9.560562015503876	21.041078032953372	CXCL12
Regulation of Bile Acid Biosynthetic Process (GO:0070857)	1/9	0.11071231457216332	0.15892083616471248	0	0	9.560562015503876	21.041078032953372	FGF19
Positive Regulation of Cell Cycle G1/S Phase Transition (GO:1902808)	2/44	0.11098826738508678	0.15920760386742028	0	0	3.6499907355938483	8.023886989858593	ADAMTS1;EGFR
Positive Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)	3/90	0.11155431056150267	0.15990981417938313	0	0	2.6473599137931036	5.806305496066546	CCL21;TGFB3;CCL19
Cellular Response to Ketone (GO:1901655)	2/45	0.11520065670125236	0.1649105291134366	0	0	3.5649262510180075	7.70409021724295	GAS6;AREG
Collagen Fibril Organization (GO:0030199)	2/45	0.11520065670125236	0.1649105291134366	0	0	3.5649262510180075	7.70409021724295	TGFB2;TGFBR1
Protein Localization to Membrane (GO:0072657)	5/199	0.11704741865119456	0.16743949690691076	0	0	1.9834199204480882	4.254785086316271	BSG;ADIPOQ;GAS6;TNF;TNFRSF1A
Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	2/46	0.11945329805772462	0.17029835807683794	0	0	3.4837283339228864	7.40232976240497	PLAUR;MMP9
Central Nervous System Neuron Differentiation (GO:0021953)	2/46	0.11945329805772462	0.17029835807683794	0	0	3.4837283339228864	7.40232976240497	WNT3A;WNT5A
Macromolecule Catabolic Process (GO:0009057)	2/46	0.11945329805772462	0.17029835807683794	0	0	3.4837283339228864	7.40232976240497	TGFB1;ELANE
Regulation of Cell-Cell Adhesion (GO:0022407)	2/46	0.11945329805772462	0.17029835807683794	0	0	3.4837283339228864	7.40232976240497	DPP4;FSTL3
Regulation of Cell-Substrate Adhesion (GO:0010810)	2/46	0.11945329805772462	0.17029835807683794	0	0	3.4837283339228864	7.40232976240497	PDGFB;CX3CL1
Regulation of Cell Cycle (GO:0051726)	7/318	0.12030695077471043	0.17042598491602695	0	0	1.735441229010361	3.6751592996487683	BMP4;TGFB2;BMP2;TGFB1;LEP;BMP7;TGFBR1
Negative Regulation of Protein Metabolic Process (GO:0051248)	4/146	0.12177609659022116	0.17042598491602695	0	0	2.1650372825186412	4.558640136609089	GZMB;TREM2;PTX3;EGFR
Regulation of Complement Activation (GO:0030449)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	IL1B
Regulation of Phagocytosis, Engulfment (GO:0060099)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	TREM2
Atrial Septum Morphogenesis (GO:0060413)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	TGFB2
Cell Proliferation in Forebrain (GO:0021846)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	WNT3A
Regulation of Toll-Like Receptor 2 Signaling Pathway (GO:0034135)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	TREM2
Cellular Response to Oxidised Low-Density Lipoprotein Particle Stimulus (GO:0140052)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	TREM2
Response to Yeast (GO:0001878)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	APP
Sarcoplasmic Reticulum Calcium Ion Transport (GO:0070296)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	CCL3
Detection of Mechanical Stimulus Involved in Sensory Perception of Sound (GO:0050910)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	KIT
Somatic Recombination of Immunoglobulin Genes Involved in Immune Response (GO:0002204)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	CD40LG
Embryonic Appendage Morphogenesis (GO:0035113)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	TGFB2
Type B Pancreatic Cell Differentiation (GO:0003309)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	BMP6
Type II Interferon-Mediated Signaling Pathway (GO:0060333)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	IFNG
Icosanoid Secretion (GO:0032309)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	LEP
Mast Cell Activation Involved in Immune Response (GO:0002279)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	KIT
Mast Cell Degranulation (GO:0043303)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	KIT
Melanocyte Differentiation (GO:0030318)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	KIT
Modulation by Symbiont of Entry Into Host (GO:0052372)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	CXCL8
Muscle Cell Fate Commitment (GO:0042693)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	WNT3A
Negative Regulation of T-helper 17 Cell Differentiation (GO:2000320)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	LGALS1
Negative Regulation of Cholesterol Transport (GO:0032375)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	ADIPOQ
Negative Regulation of Inclusion Body Assembly (GO:0090084)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	IFNB1
Negative Regulation of Macromolecule Metabolic Process (GO:0010605)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	PCSK9
Negative Regulation of Smooth Muscle Cell Apoptotic Process (GO:0034392)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	IGF1
Negative Regulation of Smooth Muscle Cell Differentiation (GO:0051151)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	PDGFB
Negative Regulation of Steroid Biosynthetic Process (GO:0010894)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	FGF19
Positive Regulation of Integrin Activation (GO:0033625)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	CXCL13
Positive Regulation of Lipid Transport (GO:0032370)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	GPNMB
Prostaglandin Transport (GO:0015732)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	LEP
Receptor-Mediated Endocytosis of Virus by Host Cell (GO:0019065)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	DPP4
Regulation of Cellular Response to Oxidative Stress (GO:1900407)	1/10	0.12223375664551407	0.17042598491602695	0	0	8.497846683893195	17.860944367236254	BMP7
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	5/202	0.12253015253888438	0.17072534587084556	0	0	1.9529157840041569	4.099947756920177	APP;CXCL10;CXCL11;CXCL9;PF4
Cellular Defense Response (GO:0006968)	2/47	0.12374445313028896	0.17230240309280742	0	0	3.406139213143104	7.11725289705578	CXCL9;IL1RL2
Secondary Alcohol Metabolic Process (GO:1902652)	2/48	0.12807242154576562	0.17809139123795753	0	0	3.3319235323972256	6.847633906836181	IL4;ANGPTL3
Positive Regulation of Kinase Activity (GO:0033674)	2/48	0.12807242154576562	0.17809139123795753	0	0	3.3319235323972256	6.847633906836181	CCL19;GAS6
Neuron Projection Development (GO:0031175)	5/206	0.1300233267554028	0.1806840112491967	0	0	1.913660046225565	3.903945735218305	APP;IL6;GDNF;NGF;BMP7
Regulation of Stem Cell Differentiation (GO:2000736)	2/49	0.13243554024410803	0.18215106451708557	0	0	3.2608659657256394	6.5923598121420826	GDNF;TGFBR2
Regulation of Wound Healing (GO:0061041)	2/49	0.13243554024410803	0.18215106451708557	0	0	3.2608659657256394	6.5923598121420826	TNFRSF12A;PLAU
Positive Regulation of Transport (GO:0051050)	2/49	0.13243554024410803	0.18215106451708557	0	0	3.2608659657256394	6.5923598121420826	CCL19;TNF
Regulation of Dopamine Secretion (GO:0014059)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	GDNF
Regulation of Establishment of Protein Localization to Mitochondrion (GO:1903747)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	GZMB
Regulation of Mast Cell Degranulation (GO:0043304)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	LGALS9
Regulation of Oxidative Stress-Induced Neuron Intrinsic Apoptotic Signaling Pathway (GO:1903376)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	TREM2
Regulation of Pseudopodium Assembly (GO:0031272)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	CCL21
Catecholamine Biosynthetic Process (GO:0042423)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	TGFB2
Cellular Response to UV-B (GO:0071493)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	MMP12
Cellular Response to Leucine Starvation (GO:1990253)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	GDNF
Response to Nitric Oxide (GO:0071731)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	MMP3
Endocytosis Involved in Viral Entry Into Host Cell (GO:0075509)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	DPP4
Excitatory Synapse Assembly (GO:1904861)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	WNT5A
Hematopoietic Stem Cell Proliferation (GO:0071425)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	WNT5A
Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0048009)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	IGF1
Interleukin-10-Mediated Signaling Pathway (GO:0140105)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	IL10RB
Mast Cell Mediated Immunity (GO:0002448)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	KIT
Mitochondrial Electron Transport, Ubiquinol to Cytochrome C (GO:0006122)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	CYCS
Negative Regulation of Bone Remodeling (GO:0046851)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	IL6
Neuron Projection Maintenance (GO:1990535)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	APP
Phasic Smooth Muscle Contraction (GO:0014821)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	GDNF
Positive Regulation of Oxidoreductase Activity (GO:0051353)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	GDNF
Positive Regulation of Peptidase Activity (GO:0010952)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	VSIR
Positive Regulation of Pseudopodium Assembly (GO:0031274)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	CCL21
Positive Regulation of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030949)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	IL1B
Positive Regulation of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900748)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	VEGFA
Purine Ribonucleoside Triphosphate Biosynthetic Process (GO:0009206)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	TGFB1
Regulation of Axon Regeneration (GO:0048679)	1/11	0.13360649851899148	0.18215106451708557	0	0	7.647674418604651	15.393670226175125	CNTF
Regulation of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803)	2/50	0.13683218269178193	0.18606328030307367	0	0	3.192769130998703	6.350417954383351	ADIPOQ;GAS6
Negative Regulation of Phosphorylation (GO:0042326)	2/50	0.13683218269178193	0.18606328030307367	0	0	3.192769130998703	6.350417954383351	IGFBP3;INHBA
Positive Regulation of Developmental Growth (GO:0048639)	2/50	0.13683218269178193	0.18606328030307367	0	0	3.192769130998703	6.350417954383351	GH1;LEP
Positive Regulation of Fat Cell Differentiation (GO:0045600)	2/50	0.13683218269178193	0.18606328030307367	0	0	3.192769130998703	6.350417954383351	BMP2;BMP7
Positive Regulation of Neuron Projection Development (GO:0010976)	3/99	0.1372839960729799	0.18655627554780752	0	0	2.3980712890625	4.761858635256916	WNT5A;BMP7;CX3CL1
Regulation of Lipid Metabolic Process (GO:0019216)	2/51	0.14126075833903637	0.19171102917440652	0	0	3.1274517589136823	6.12088516263285	IL1B;TREM2
Response to Glucose (GO:0009749)	2/51	0.14126075833903637	0.19171102917440652	0	0	3.1274517589136823	6.12088516263285	ADIPOQ;GAS6
Adult Locomotory Behavior (GO:0008344)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	GDNF
Antifungal Humoral Response (GO:0019732)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	APP
Camera-Type Eye Morphogenesis (GO:0048593)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	VEGFA
Regulation of Response to Stress (GO:0080134)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	IL10
Reg of Single Stranded Viral RNA Replication via Double Stranded DNA Intermediate (GO:0045091)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	CXCL8
Cellular Component Maintenance (GO:0043954)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	TREM2
Detection of Bacterium (GO:0016045)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	PGLYRP1
Steroid Hormone Receptor Signaling Pathway (GO:0043401)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	AREG
Endochondral Bone Morphogenesis (GO:0060350)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	FGFR3
Endothelium Development (GO:0003158)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	KDR
Epithelial Cell-Cell Adhesion (GO:0090136)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	KIT
Fibrinolysis (GO:0042730)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	PLAU
Forebrain Neuron Differentiation (GO:0021879)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	INHBA
Visual Learning (GO:0008542)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	APP
Glycosaminoglycan Catabolic Process (GO:0006027)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	TGFB1
Granulocyte Differentiation (GO:0030851)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	CSF3
Hyperosmotic Response (GO:0006972)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	ICOSLG
Intestinal Absorption (GO:0050892)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	LEP
Intracellular Copper Ion Homeostasis (GO:0006878)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	APP
Isotype Switching (GO:0045190)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	CD40LG
Muscle Tissue Development (GO:0060537)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	ENG
Negative Regulation of Amyloid Fibril Formation (GO:1905907)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	TREM2
Negative Regulation of Chemotaxis (GO:0050922)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	ELANE
Negative Regulation of Locomotion (GO:0040013)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	ELANE
Negative Regulation of Macrophage Derived Foam Cell Differentiation (GO:0010745)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	ADIPOQ
Negative Regulation of Transmembrane Transport (GO:0034763)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	IL1B
Phospholipid Homeostasis (GO:0055091)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	ANGPTL3
Positive Regulation of Cellular Extravasation (GO:0002693)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	ICAM1
Positive Regulation of Cholesterol Biosynthetic Process (GO:0045542)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	FGF1
Positive Regulation of Dendrite Development (GO:1900006)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	BMP7
Positive Regulation of Keratinocyte Proliferation (GO:0010838)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	FGF7
Positive Regulation of Protein Localization to Cell Surface (GO:2000010)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	TNF
Positive Regulation of Sterol Biosynthetic Process (GO:0106120)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	FGF1
Regulation of T Cell Differentiation in Thymus (GO:0033081)	1/12	0.14483245192284583	0.19231246792804815	0	0	6.952078928823115	13.43265193505698	BMP4
Regulation of Synaptic Transmission, Glutamatergic (GO:0051966)	2/52	0.1457197118854517	0.19324504939123988	0	0	3.064747081712062	5.902918282131493	CCL2;TNF
Regulation of Cell Development (GO:0060284)	2/52	0.1457197118854517	0.19324504939123988	0	0	3.064747081712062	5.902918282131493	IL1B;CX3CL1
Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200)	3/102	0.1462750361810734	0.19385848168575995	0	0	2.3250473484848486	4.469360907814734	WNT5A;SELE;VEGFA
Neuron Development (GO:0048666)	4/159	0.15183120436517686	0.2009672052711967	0	0	1.9821378874130298	3.736301915700747	APP;TGFB2;IL6;GDNF
Regulation of Cellular Component Organization (GO:0051128)	4/159	0.15183120436517686	0.2009672052711967	0	0	1.9821378874130298	3.736301915700747	ANGPTL7;WNT3A;WNT5A;TNF
Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039)	2/54	0.1547227041369805	0.20290113542066524	0	0	2.946572882370548	5.498660855557606	NGF;BMP7
Regulation of Hemopoiesis (GO:1903706)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	IL17D
Regulation of Humoral Immune Response (GO:0002920)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	CXCL13
Regulation of Neuron Projection Arborization (GO:0150011)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	WNT5A
Regulation of Pattern Recognition Receptor Signaling Pathway (GO:0062207)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	TREM2
Regulation of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035358)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	BMP2
Atrial Septum Development (GO:0003283)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	TGFB2
Body Fluid Secretion (GO:0007589)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	VEGFA
Regulation of Sensory Perception (GO:0051931)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	CCL3
Cardiac Cell Development (GO:0055006)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	VEGFA
Cardiac Left Ventricle Morphogenesis (GO:0003214)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	TGFBR2
Cardiac Right Ventricle Morphogenesis (GO:0003215)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	TGFB2
Regulation of Vasculogenesis (GO:2001212)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	KDR
Response to Iron Ion (GO:0010039)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	BMP6
Substrate-Dependent Cell Migration (GO:0006929)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	VEGFC
Endothelial Cell Differentiation (GO:0045446)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	KDR
Lipid Oxidation (GO:0034440)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	ADIPOQ
Mitochondrial Electron Transport, Cytochrome C to Oxygen (GO:0006123)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	CYCS
Negative Regulation of DNA Replication (GO:0008156)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	GDF2
Negative Regulation of Ras Protein Signal Transduction (GO:0046580)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	TGFB2
Negative Regulation of Alcohol Biosynthetic Process (GO:1902931)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	BMP2
Negative Regulation of Receptor Internalization (GO:0002091)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	PCSK9
Negative Regulation of Toll-Like Receptor 4 Signaling Pathway (GO:0034144)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	TREM2
Positive Regulation of Alpha-Beta T Cell Differentiation (GO:0046638)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	TGFBR2
Positive Regulation of Glycogen Biosynthetic Process (GO:0045725)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	IGF1
Positive Regulation of Myelination (GO:0031643)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	TNFRSF1B
Programmed Necrotic Cell Death (GO:0097300)	1/13	0.1559135040600901	0.20290113542066524	0	0	6.372416020671834	11.84284132100842	FASLG
Regulation of Macroautophagy (GO:0016241)	3/106	0.1585515877880655	0.2062058609066938	0	0	2.234299150485437	4.11485347696891	IL4;KDR;DCN
Regulation of Metabolic Process (GO:0019222)	2/55	0.15926380293252781	0.20700332595086016	0	0	2.890830335511343	5.311014163356803	IFNG;TNF
Protein Catabolic Process (GO:0030163)	3/107	0.16166922632794833	0.2099991814949733	0	0	2.212702824519231	4.031993379504061	PCSK9;GZMB;ELANE
Response to Peptide Hormone (GO:0043434)	2/56	0.16382939863138832	0.2125409330475491	0	0	2.837152327424701	5.132208952015162	TGFBR3;LEP
Epidermal Cell Differentiation (GO:0009913)	2/56	0.16382939863138832	0.2125409330475491	0	0	2.837152327424701	5.132208952015162	WNT5A;ADAM9
Positive Regulation of DNA Metabolic Process (GO:0051054)	3/108	0.16480536388551498	0.21367444821385007	0	0	2.1915178571428573	3.9512850314938075	PDGFB;EGFR;VEGFA
Regulation of Establishment of Protein Localization (GO:0070201)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	TREM2
Blood Coagulation, Fibrin Clot Formation (GO:0072378)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	THBD
Cell-Cell Junction Maintenance (GO:0045217)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	CSF1R
Cellular Response to Exogenous dsRNA (GO:0071360)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	IFNB1
Response to Chemokine (GO:1990868)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	CXCL12
Thymus Development (GO:0048538)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	TGFBR1
Eye Photoreceptor Cell Differentiation (GO:0001754)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	VEGFA
Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	GDNF
Myotube Cell Development (GO:0014904)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	IGF1
Negative Regulation by Host of Viral Process (GO:0044793)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	PTX3
Negative Regulation of Epithelial Cell Migration (GO:0010633)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	IL4
Positive Regulation of Exosomal Secretion (GO:1903543)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	IFNG
Positive Regulation of Long-Term Synaptic Potentiation (GO:1900273)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	APP
Positive Regulation of Protein-Containing Complex Disassembly (GO:0043243)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	TNF
Positive Regulation of Syncytium Formation by Plasma Membrane Fusion (GO:0060143)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	TREM2
Positive Regulation of Type I Interferon-Mediated Signaling Pathway (GO:0060340)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	WNT5A
Protein Activation Cascade (GO:0072376)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	THBD
